sttime,sbytes,dbytes,spkts,dpkts,sload,dload,dur,sbytes_diff,sbytes_lag1,sbytes_lag2
2024-08-28 12:02:00,0.025516138412329168,0.0,0.012987012987012988,0.0,0.3677375338345865,0.0,1.1e-05,-0.019603566928370644,0.04511970534069981,0.0025685761364737814
2024-08-28 12:03:00,0.012188620723078416,0.014159535347286662,0.09090909090909091,0.16129032258064516,0.0008949098331766919,0.07959058136190691,0.003869,-0.013327517689250752,0.025516138412329168,0.04511970534069981
2024-08-28 12:04:00,0.0010419695647959676,0.0028181599477609376,0.012987012987012988,0.03225806451612903,0.00022763329713345866,0.031220784083986004,0.00109,-0.011146651158282448,0.012188620723078416,0.025516138412329168
2024-08-28 12:05:00,0.0010419695647959676,0.0028181599477609376,0.012987012987012988,0.03225806451612903,0.0002178404605263158,0.02987765926762705,0.001139,0.0,0.0010419695647959676,0.012188620723078416
2024-08-28 12:06:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,0.0003882542880639098,0.046095511190276196,0.013982,0.017059222642240964,0.0010419695647959676,0.0010419695647959676
2024-08-28 12:07:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,9.721479971804512e-05,0.011541832569580244,0.055841,0.0,0.01810119220703693,0.0010419695647959676
2024-08-28 12:08:00,0.012188620723078416,0.014159535347286662,0.09090909090909091,0.16129032258064516,5.399995963345865e-07,4.802593468105804e-05,6.411868,-0.005912571483958516,0.01810119220703693,0.01810119220703693
2024-08-28 12:09:00,0.030435204032179898,0.39801354091487096,0.5064935064935066,0.6774193548387096,5.5935489990601515e-06,0.005595962438869319,1.676878,0.018246583309101484,0.012188620723078416,0.01810119220703693
2024-08-28 12:10:00,0.0010177377144518756,0.0027837921435199505,0.012987012987012988,0.03225806451612903,1.260436920112782e-05,0.0017339274107400753,0.019387,-0.02941746631772802,0.030435204032179898,0.012188620723078416
2024-08-28 12:11:00,0.019845885431811573,0.17472591676117813,0.16883116883116883,0.29032258064516125,4.5908218045112787e-07,0.00031120312427373596,12.807509,0.018828147717359696,0.0010177377144518756,0.030435204032179898
2024-08-28 12:13:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,2.4000156945488725e-06,0.00028494201264155924,2.26189,-0.001744693224774642,0.019845885431811573,0.0010177377144518756
2024-08-28 12:14:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,2.7927090065789477e-06,0.00033156455646848095,1.943837,0.0,0.01810119220703693,0.019845885431811573
2024-08-28 12:15:00,0.019845885431811573,0.17472591676117813,0.16883116883116883,0.29032258064516125,1.5568338815789473e-07,0.0001055348304297989,37.767029,0.001744693224774642,0.01810119220703693,0.01810119220703693
2024-08-28 12:16:00,0.0010419695647959676,0.0028181599477609376,0.012987012987012988,0.03225806451612903,0.0002645205885808271,0.036280020383118804,0.000938,-0.018803915867015606,0.019845885431811573,0.01810119220703693
2024-08-28 12:17:00,0.027333527188136086,0.5912293363577001,0.37662337662337664,0.6774193548387096,3.2060730441729325e-06,0.005340200778804046,2.610178,0.02629155762334012,0.0010419695647959676,0.019845885431811573
2024-08-28 12:18:00,0.030435204032179898,0.39801354091487096,0.5064935064935066,0.6774193548387096,4.046711627819549e-06,0.004048457928250924,2.317857,0.0031016768440438117,0.027333527188136086,0.0010419695647959676
2024-08-28 12:19:00,0.02607347097024329,0.5912293363577001,0.35064935064935066,0.6774193548387096,2.3092041015037595e-06,0.004038646068504543,3.451373,-0.004361733061936608,0.030435204032179898,0.027333527188136086
2024-08-28 12:20:00,0.014854124260928565,0.04419699625390934,0.19480519480519481,0.29032258064516125,7.294188764097746e-07,0.00016401401072256217,6.148679,-0.011219346709314725,0.02607347097024329,0.030435204032179898
2024-08-28 12:21:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,7.829007946428572e-06,0.0009294994152537027,0.693392,0.0032470679461083663,0.014854124260928565,0.02607347097024329
2024-08-28 12:22:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,0.00025024530075187974,0.029710388340640242,0.021693,0.0,0.01810119220703693,0.014854124260928565
2024-08-28 12:23:00,0.0012115925172046138,0.003058734577447847,0.012987012987012988,0.03225806451612903,0.000297976210056391,0.040103923714056154,0.000921,-0.016889599689832318,0.01810119220703693,0.01810119220703693
2024-08-28 12:24:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,9.912737166353385e-06,0.0011768902951205017,0.547636,0.016889599689832318,0.0012115925172046138,0.01810119220703693
2024-08-28 12:25:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,0.00029171751644736847,0.034634179640163146,0.018609,0.0,0.01810119220703693,0.0012115925172046138
2024-08-28 12:26:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,0.00026060062265037597,0.03093982365583053,0.020831,0.0,0.01810119220703693,0.01810119220703693
2024-08-28 12:27:00,0.012188620723078416,0.014159535347286662,0.09090909090909091,0.16129032258064516,0.0009106801574248121,0.08099314635008749,0.003802,-0.005912571483958516,0.01810119220703693,0.01810119220703693
2024-08-28 12:29:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,0.0002676018855733083,0.031771049051042666,0.020286,0.005912571483958516,0.012188620723078416,0.01810119220703693
2024-08-28 12:30:00,0.027333527188136086,0.5912293363577001,0.37662337662337664,0.6774193548387096,0.00021443742659774437,0.3571780513049512,0.039025,0.009232334981099155,0.01810119220703693,0.012188620723078416
2024-08-28 12:31:00,0.006324512939808084,0.005361377461593979,0.03896103896103896,0.06451612903225806,0.0003309575892857143,0.020068584873497258,0.004839,-0.021009014248328003,0.027333527188136086,0.01810119220703693
2024-08-28 12:32:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,0.00029977202772556394,0.035590452138785325,0.018109,0.011776679267228848,0.006324512939808084,0.027333527188136086
2024-08-28 12:33:00,0.0012115925172046138,0.003058734577447847,0.012987012987012988,0.03225806451612903,0.00024010157720864663,0.03231470955456359,0.001143,-0.016889599689832318,0.01810119220703693,0.006324512939808084
2024-08-28 12:34:00,0.0010419695647959676,0.0028181599477609376,0.012987012987012988,0.03225806451612903,0.00023653032485902256,0.03244104707352946,0.001049,-0.00016962295240864622,0.0012115925172046138,0.01810119220703693
2024-08-28 12:35:00,0.4505185615973636,0.05450733752620545,0.6623376623376623,0.6129032258064516,0.00029922277373120305,0.0027943407810326394,0.45877,0.4494765920325676,0.0010419695647959676,0.0012115925172046138
2024-08-28 12:36:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,0.0002954002878289474,0.035071416525079765,0.018377,-0.43241736939032666,0.4505185615973636,0.0010419695647959676
2024-08-28 12:38:00,0.034990791896869246,0.06426779393064577,0.6623376623376623,0.8709677419354839,1.2644031954887219e-05,0.0017803987843170131,0.855704,0.016889599689832314,0.01810119220703693,0.4505185615973636
2024-08-28 12:39:00,0.0010419695647959676,0.0028181599477609376,0.012987012987012988,0.03225806451612903,0.00023123979384398496,0.03171543149213643,0.001073,-0.033948822332073275,0.034990791896869246,0.01810119220703693
2024-08-28 12:40:00,0.012334011825142968,0.03883561879231536,0.14285714285714285,0.1935483870967742,0.0008951386278195489,0.20978205283301074,0.004099,0.011292042260347001,0.0010419695647959676,0.034990791896869246
2024-08-28 12:41:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,0.00030155380639097746,0.03580199274918742,0.018002,0.005767180381893963,0.012334011825142968,0.0010419695647959676
2024-08-28 12:42:00,0.02607347097024329,0.5912293363577001,0.35064935064935066,0.6774193548387096,0.00017824227561090227,0.31173399895085974,0.044714,0.007972278763206359,0.01810119220703693,0.012334011825142968
2024-08-28 12:43:00,0.012188620723078416,0.014159535347286662,0.09090909090909091,0.16129032258064516,0.00086344296287594,0.07679201369982969,0.00401,-0.013884850247164874,0.02607347097024329,0.01810119220703693
2024-08-28 12:44:00,0.006324512939808084,0.005223906244630031,0.03896103896103896,0.06451612903225806,0.00035533696546052635,0.020994414267021137,0.004507,-0.005864107783270332,0.012188620723078416,0.02607347097024329
2024-08-28 12:45:00,0.012334011825142968,0.03883561879231536,0.14285714285714285,0.1935483870967742,0.0008721589520676692,0.20439662347401552,0.004207,0.006009498885334885,0.006324512939808084,0.012188620723078416
2024-08-28 12:46:00,0.003319763497140642,0.03199642574835894,0.06493506493506493,0.12903225806451613,2.1649544393796995e-05,0.014590266671702096,0.046364,-0.009014248328002326,0.012334011825142968,0.006324512939808084
2024-08-28 12:47:00,0.0010419695647959676,0.0028181599477609376,0.012987012987012988,0.03225806451612903,0.00023996161301691733,0.032911662923640186,0.001034,-0.0022777939323446743,0.003319763497140642,0.012334011825142968
2024-08-28 12:48:00,0.031695260250072695,0.39801354091487096,0.5324675324675325,0.6774193548387096,0.0007403149083646618,0.7109975983486001,0.013198,0.030653290685276727,0.0010419695647959676,0.003319763497140642
2024-08-28 12:49:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,0.00030461654135338347,0.03616561434466914,0.017821,-0.013594068043035763,0.031695260250072695,0.0010419695647959676
2024-08-28 12:50:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,0.0002981584821428572,0.03539888054699717,0.018207,0.0,0.01810119220703693,0.031695260250072695
2024-08-28 12:51:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,0.00041266221217105265,0.048993343582648015,0.013155,0.0,0.01810119220703693,0.01810119220703693
2024-08-28 12:52:00,0.005742948531549869,0.005223906244630031,0.03896103896103896,0.06451612903225806,0.0008859005521616542,0.057173307244545966,0.001655,-0.012358243675487064,0.01810119220703693,0.01810119220703693
2024-08-28 12:54:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,0.00030573167293233085,0.036298008386897035,0.017756,0.012358243675487064,0.005742948531549869,0.01810119220703693
2024-08-28 12:55:00,0.028981293011534362,0.3180396604460941,0.48051948051948057,0.6451612903225806,0.00020848954417293234,0.17495350353918837,0.042807,0.01088010080449743,0.01810119220703693,0.005742948531549869
2024-08-28 12:56:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,0.00030090190319548873,0.035724596996088966,0.018041,-0.01088010080449743,0.028981293011534362,0.01810119220703693
2024-08-28 12:57:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,0.00030395139215225566,0.03608664610025266,0.01786,0.0,0.01810119220703693,0.028981293011534362
2024-08-28 12:58:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,0.00029886430921052635,0.0354826829863728,0.018164,0.0,0.01810119220703693,0.01810119220703693
2024-08-28 12:59:00,0.012334011825142968,0.03883561879231536,0.14285714285714285,0.1935483870967742,0.0007716452067669173,0.1808405089948838,0.004755,-0.005767180381893963,0.01810119220703693,0.01810119220703693
2024-08-28 13:00:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,0.000289585585056391,0.03438106689846248,0.018746,0.005767180381893963,0.012334011825142968,0.01810119220703693
2024-08-28 13:01:00,0.034990791896869246,0.06426779393064577,0.6623376623376623,0.8709677419354839,1.2083117034774436e-05,0.0017014167605968148,0.895427,0.016889599689832314,0.01810119220703693,0.012334011825142968
2024-08-28 13:02:00,0.4505185615973636,0.058081589167268105,0.6623376623376623,0.6774193548387096,0.003954554041353384,0.03945284097888771,0.034713,0.4155277697004943,0.034990791896869246,0.01810119220703693
2024-08-28 13:05:00,0.0012115925172046138,0.003058734577447847,0.012987012987012988,0.03225806451612903,0.0002685284598214286,0.03614061983833778,0.001022,-0.449306969080159,0.4505185615973636,0.034990791896869246
2024-08-28 13:06:00,0.030435204032179898,0.39801354091487096,0.5064935064935066,0.6774193548387096,0.000632140390037594,0.6324131325967218,0.014838,0.029223611514975285,0.0012115925172046138,0.4505185615973636
2024-08-28 13:07:00,0.027333527188136086,0.5912293363577001,0.37662337662337664,0.6774193548387096,0.00024140836466165415,0.40210225424055196,0.034665,-0.0031016768440438117,0.030435204032179898,0.0012115925172046138
2024-08-28 13:08:00,0.01810119220703693,0.02825033508609135,0.19480519480519481,0.29032258064516125,1.7300564642857146e-05,0.002054010652529557,0.31378,-0.009232334981099155,0.027333527188136086,0.030435204032179898
2024-08-28 13:11:00,0.030435204032179898,0.39801354091487096,0.5064935064935066,0.6774193548387096,0.00044720600328947374,0.44739897874826945,0.020974,0.012334011825142967,0.01810119220703693,0.027333527188136086
2024-08-28 13:12:00,0.022705243772414462,0.07409698594356806,0.27272727272727276,0.3870967741935484,0.001193449483082707,0.29706063827403145,0.005774,-0.007729960259765436,0.030435204032179898,0.01810119220703693
2024-08-28 13:13:00,0.028981293011534362,0.3310650582534282,0.48051948051948057,0.6451612903225806,0.00024193039238721808,0.21132896928193654,0.03689,0.0062760492391199,0.022705243772414462,0.030435204032179898
2024-08-28 13:14:00,0.0010177377144518756,0.0027837921435199505,0.012987012987012988,0.03225806451612903,0.000237013466306391,0.03260489742661828,0.001031,-0.027963555297082485,0.028981293011534362,0.022705243772414462
2024-08-28 13:15:00,0.0010419695647959676,0.0028181599477609376,0.012987012987012988,0.03225806451612903,0.00022680101621240604,0.031106634183297423,0.001094,2.4231850344092008e-05,0.0010177377144518756,0.028981293011534362
